date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T_out,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint
30-01-2016 18:00,120.0,20.0,21.06666667,43.83333333,20.5,41.59,22.16666667,46.72666667,22.1,42.96,17.6,57.45277778,5.4,80.0,753.2,5.0,40.0,2.2
11-04-2016 23:10,60.0,20.0,22.5,43.7,20.7,44.32666667,,,22.79,41.63333333,21.04,45.94,11.8,73.16666667,751.3166667,4.333333333,40.0,7.07
11-03-2016 23:20,50.0,10.0,21.23,36.09,18.73,39.22333333,20.16666667,36.4,19.79,34.7,18.82333333,44.16333333,4.77,,766.6,2.0,50.0,2.23
25-04-2016 16:10,50.0,20.0,20.73,38.4,19.0,39.9975,21.89,35.4,21.14,36.5,19.89,40.9,7.02,93.33333333,776.7066,4.333333333,44.1826983273453,6.0
18-04-2016 22:50,60.0,30.0,21.6,37.2,19.39,37.9,22.5,,22.29,34.09,20.39,53.86,6.17,69.33333333,763.6333333,2.0,40.0,0.917
22-01-2016 14:20,20.0,30.0,18.39,38.79,17.39,39.0,18.5,39.36333333,16.2,38.59,16.2,47.59,3.7,71.33333333,760.8,6.0,22.33333333,-1.07
22-03-2016 18:50,150.11840862158815,20.0,22.0,37.3,20.6,36.59,22.1,35.79,21.29,34.59,19.2,44.46666667,8.93,71.83333333,756.0666667,4.166666667,29.16666667,3.97
24-02-2016 06:30,40.0,20.0,20.29,39.43333333,18.0,41.2,21.1,40.7,19.79,38.2,,57.93333333,-1.75,95.2786,759.9,1.5,37.5,-2.3
22-03-2016 20:40,130.0,20.0,22.79,39.69333333,21.16666667,40.09666667,22.6,37.96666667,21.5,38.06666667,20.72666667,72.96666667,6.17,83.66666667,756.1666667,,23.0,3.6
12-03-2016 21:20,80.0,20.0,21.7,36.0,19.7,37.5,20.39,35.9,20.1,35.09,18.89,62.32666667,,82.0,767.8,2.333333333,57.0,1.17
16-02-2016 03:00,40.0,10.0,20.79,38.29,18.5,39.82666667,21.0,40.12666667,20.35666667,37.9,18.5,47.32666667,-1.4,96.0,769.9,1.0,20.0,-1.9
15-05-2016 14:20,90.0,30.0,23.39,34.93,23.312,32.156,24.2,35.09,23.82333333,33.0,23.2,37.29,12.7,48.66666667,761.7,,40.0,
25-05-2016 11:30,50.0,20.0,23.39,38.46333333,24.76,34.46333333,24.96333333,38.23,23.76,37.29,19.35,39.634,12.9,62.0,756.9,1.0,27.0,5.85
01-03-2016 02:00,20.0,10.0,21.29,36.29,18.7,44.90413652685546,20.89,35.2,21.13333333,34.09,18.7,40.26,-2.5,96.0,763.0,1.0,35.0,-3.1
15-05-2016 08:20,70.0,10.0,23.5,36.8,22.85,35.59571429,24.6,36.32142857,23.53333333,34.52666667,23.29,,6.6,78.0,761.4666667,3.666666667,40.0,2.9
21-01-2016 08:20,20.0,10.0,18.06666667,38.72333333,17.0,,18.39,,16.89,36.82666667,,49.77444444,-3.3,,763.4333333,1.0,51.66666667,-4.5
26-02-2016 17:10,40.0,40.0,20.6,35.32666667,19.1,35.2,,36.06,19.6,33.5,18.1,43.15285714,5.17,70.5,751.8833333,3.0,22.16666667,0.167
11-05-2016 06:40,60.0,20.0,24.7,47.79,22.98428571,49.98571429,26.22571429,42.97142857,24.83,45.44,23.89,54.33333333,14.4,95.33333333,748.4666667,2.666666667,23.66666667,13.6
11-05-2016 21:00,70.0,10.0,25.29,48.82666667,24.39,48.0,,45.2,25.6,46.09,29.2574,65.26666667,17.1,81.0,745.4,2.0,40.0,13.7
23-03-2016 20:30,140.0,10.0,22.42666667,39.76666667,20.73,41.72333333,22.2,38.4,20.39,36.79,20.39,47.63333333,7.7,80.5,756.5,3.0,40.0,4.55
03-03-2016 23:40,40.0,10.0,22.29,37.17857143,20.55714286,37.29,20.84714286,37.95714286,19.92142857,35.30571429,19.245,,2.47,88.0,748.2666667,,27.0,0.667
12-04-2016 00:10,50.0,10.0,22.39,43.7,20.39,44.43333333,23.29,40.76,22.5,40.59,21.0,45.572,10.7,80.16666667,751.45,5.666666667,40.0,7.3
14-03-2016 05:20,30.0,10.0,20.29,35.09,16.89,39.9,20.39,37.09,19.39,33.7,18.29,49.5,-0.0667,90.66666667,768.4,3.333333333,41.005222337530654,7.743017300515623
19-02-2016 00:30,60.0,20.0,21.1,35.32666667,19.625,35.95,19.89,37.2,18.89,36.5,17.15,44.9,0.2,99.0,758.2,1.0,18.47707872100124,0.05
11-03-2016 13:30,40.0,10.0,20.39,34.59666667,19.5,,19.73,34.66333333,20.7,81.1431,18.0,61.36,8.8,56.5,765.0,4.0,41.5,0.55
19-04-2016 02:30,50.0,10.0,21.2,37.4,,39.76,22.6,36.7,21.89,34.71285714,20.06666667,48.83333333,6.5,79.5,775.6125,2.5,40.0,
10-03-2016 12:40,70.0,26.76880197304392,20.29,37.93,20.6,35.59,20.1,37.03,22.06666667,35.66333333,17.79,45.4,9.03,59.66666667,758.6,1.333333333,26.0,1.5
28-01-2016 17:10,40.0,20.0,19.6,45.0,18.79,44.2,,44.62666667,18.2,43.82666667,17.2,52.09,5.03,78.66666667,765.1333333,2.0,40.0,1.63
09-05-2016 09:50,60.0,20.0,24.5,39.09,21.90184710891254,33.59,26.1,37.09,24.7,37.76,23.0,41.59,18.9,54.33333333,752.8,3.833333333,40.0,9.42
25-01-2016 00:50,50.0,10.0,21.23,42.4,20.32333333,41.86333333,20.39,44.53,18.0,47.0,18.2,57.145,8.08,94.16666667,,2.0,62.0,
01-05-2016 23:20,50.0,20.0,,35.09,19.7,36.62666667,22.23,35.62666667,20.89,34.03,20.1,52.89,6.83,68.33333333,,1.666666667,40.0,1.37
15-05-2016 00:50,50.0,20.0,23.96333333,34.93333333,21.04,36.736,24.1,35.334,23.92666667,32.9,23.7,39.0,5.2,80.66666667,760.65,2.0,40.0,2.05
10-02-2016 02:30,70.0,10.0,21.84,41.845,21.1,40.5,22.6,43.2,19.0,41.0,19.24,50.86333333,3.3,89.0,738.9,8.0,40.0,1.65
11-05-2016 22:40,70.0,85.9835,,48.43333333,23.84714286,48.49857143,26.29,45.09,25.5,45.4,24.1,60.39,15.6,87.66666667,745.8333333,4.666666667,40.0,13.5
27-02-2016 12:20,90.0,10.0,20.0,86.5535,19.2,37.59,20.2,36.9,20.5,35.53,18.0,,5.17,53.0,750.9333333,7.333333333,40.0,-3.8
02-02-2016 19:50,140.0,30.0,22.13333333,49.06333333,21.82333333,45.23,22.1,46.76,,,20.65388889,65.97777778,6.77,81.33333333,757.7666667,6.0,30.83333333,3.73
23-03-2016 08:30,70.0,30.0,21.5,39.9,18.82333333,43.82666667,22.1,37.9,20.99666667,37.5,20.0,43.12666667,6.15,95.0,756.15,2.5,52.5,5.4
07-03-2016 01:10,50.0,20.0,19.79,37.4,17.5,39.79,20.1,39.06,20.23,36.79,,63.63333333,0.0667,97.83333333,747.6833333,1.0,48.66666667,-0.25
22-02-2016 06:50,50.0,10.0,21.2,43.7,19.79,44.62666667,22.0,,20.79,44.0,28.6001,55.59,9.98,82.0,752.1666667,9.166666667,40.0,7.0
27-05-2016 03:50,976.9585,10.0,24.03333333,44.93333333,22.39,45.29,26.7,40.29,,42.2,22.39,56.36333333,13.7,86.16666667,755.55,3.5,54.33333333,11.3
28-04-2016 04:50,60.0,10.0,20.7,35.16333333,17.29,38.79,21.5,35.45,19.96333333,34.16333333,18.96333333,54.32666667,0.0333,95.33333333,,2.166666667,28.33333333,-0.617
29-03-2016 19:40,130.0,10.0,22.5,40.66333333,20.63333333,40.43333333,22.63333333,38.73,21.5,,20.2,48.86,10.4,63.66666667,751.1,,40.0,14.2938
21-03-2016 07:50,70.0,10.0,21.2,38.4,18.23,43.09,21.89,36.7225,19.6,37.79,19.39,44.36,,95.33333333,761.2666667,3.0,62.66666667,5.08
16-04-2016 10:30,230.0,20.0,22.1,41.7,21.2,41.72333333,23.26,38.2,21.7,40.09,20.73,47.36,10.5,79.0,746.1,5.5,27.0,6.95
01-02-2016 13:20,390.0,10.0,22.76,44.96333333,22.32333333,,,46.43,19.56666667,48.96666667,20.89722222,,11.3,76.33333333,759.9666667,9.666666667,36.0,7.3
21-03-2016 02:50,50.0,20.0,21.815,37.3175,18.82333333,40.93333333,22.1,36.79,19.79,36.76,19.5,45.53,4.42,95.5,761.1333333,1.166666667,53.83333333,3.75
29-02-2016 23:00,60.0,20.0,21.89,34.73,19.6,,21.5,35.23,22.06666667,33.59,19.0,41.09,-1.4,90.0,763.8,2.0,63.0,-2.8
26-01-2016 04:40,50.0,20.0,20.6,,19.79,43.5,20.6,44.4,19.7,,17.7,52.7,8.27,93.66666667,763.9,2.333333333,50.0,7.33
14-03-2016 04:40,40.0,30.0,20.39,35.09,17.0,39.82666667,20.39,37.0,19.42666667,33.82666667,18.39,49.62666667,0.0333,90.33333333,768.4,3.0,50.67765934186937,-1.37
28-03-2016 15:20,80.0,10.0,23.42666667,37.9,22.745,46.27234949048017,24.29,38.06666667,21.5,39.09,20.2,44.9,11.4,61.66666667,742.5333333,10.0,40.0,4.23
14-05-2016 11:00,110.0,30.0,24.5,36.73,25.04,33.96,24.7,33.9,25.0,35.4,24.1,59.03714286,27.5195,55.0,756.5,5.0,40.0,1.4
05-04-2016 00:10,60.0,30.0,22.6,44.2,20.2,46.93333333,24.7,40.73,21.53333333,43.16333333,21.2,,9.05,,748.9,1.0,26.16666667,7.77
27-01-2016 06:30,40.0,20.0,20.1,44.9,19.39,44.1725,19.7,44.0,19.06666667,46.46666667,17.61111111,56.43333333,10.3,80.5,757.35,10.0,34.5,7.0
23-03-2016 18:20,210.0,20.0,21.39,38.36,19.42666667,40.12666667,21.7,37.2,20.5,37.29,19.5,43.9,24.2211,81.0,,14.1727,40.0,5.3
14-04-2016 07:00,70.0,10.0,21.29,41.9,18.1,47.29,23.0,38.5,21.2,46.44682841737014,20.39,46.59,1.3,100.0,753.9,1.0,19.268030110032853,1.3
14-02-2016 21:50,,10.0,21.0,40.86333333,19.29,41.79,20.32333333,42.0,,39.79666667,19.92722222,90.68388889,2.2,90.33333333,745.1666667,4.333333333,21.33333333,0.7
22-05-2016 07:10,60.0,30.0,24.51272727,45.994096826573895,23.66216216,51.25459459,27.22754545,46.00272727,23.82162162,48.54918919,22.73378378,53.88452703,14.7,96.83333333,750.0166667,3.166666667,27.5,14.2
16-02-2016 03:20,40.0,81.0222,20.7,38.2,18.39,39.79,21.0,40.2,20.2,37.9,,47.5,-1.8,94.0,769.9,1.0,35.0,-2.6
23-02-2016 01:50,60.0,10.0,21.26,43.66333333,19.7,44.23,21.6,42.4,27.5528,42.19333333,19.29,51.878,3.92,95.16666667,753.7,1.833333333,26.66666667,3.18
28-04-2016 20:20,110.0,10.0,21.1,33.0,19.39,32.93333333,23.16666667,,20.35666667,31.39,19.1,38.59,8.0,50.33333333,756.2,2.666666667,40.0,-2.07
12-01-2016 23:10,40.0,10.0,19.53333333,43.0,18.80818182,42.7,25.888821378859387,44.53,19.13333333,43.46666667,17.35666667,50.86333333,5.58,83.33333333,746.7333333,6.333333333,40.0,2.87
24-05-2016 02:50,50.0,20.0,24.26,,21.79,46.7,25.89,,23.79,42.7,23.33285714,52.59285714,10.6,86.0,759.6166667,4.166666667,26.5,8.42
13-03-2016 18:20,100.0,30.0,22.29,,20.42666667,,20.79,,30.2652,,18.66666667,44.15666667,8.07,62.0,768.5,5.0,59.0674,1.17
10-02-2016 13:50,60.0,,20.6,41.23,19.79,39.79,21.0,40.16333333,19.29,40.4,18.89,48.775,5.22,93.0,742.2333333,6.166666667,28.83333333,4.13
17-03-2016 18:40,190.0,,22.7,33.45666667,20.42666667,33.49,21.7,33.62666667,22.29,33.09,18.79,,7.73,62.66666667,764.2,2.666666667,21.66666667,0.9
20-04-2016 12:50,60.0,30.0,22.0,36.43,23.7,31.63333333,22.1,36.96666667,,34.47142857,19.7,42.09,22.5409,56.0,767.25,6.0,26.33333333,3.48
16-01-2016 14:00,80.0,10.0,21.89,39.59,21.1,38.66333333,20.92666667,41.16333333,20.29,41.9,20.2,58.10590215815363,5.8,80.0,763.7,4.0,40.0,2.5
10-03-2016 00:40,60.0,20.0,20.6,36.93333333,17.89,39.93333333,20.1,37.4,21.06666667,,18.2,56.09666667,3.23,79.33333333,751.1,1.333333333,24.0,1.11e-16
19-03-2016 07:30,50.0,10.0,21.0,37.0,18.1,40.62666667,21.6,37.0,,34.9,,46.59,4.9,,762.0,2.0,62.3601,2.9
17-01-2016 14:20,60.0,29.077701036500187,21.85666667,33.13,20.09666667,31.16,21.46333333,36.3,21.26,36.59333333,18.1,48.06666667,3.03,61.66666667,765.3333333,2.0,40.0,-3.77
24-05-2016 13:10,100.0,10.0,24.13333333,41.2,23.42666667,40.29,25.2,39.2,23.7,40.82666667,23.29,52.78571429,12.9,69.16666667,759.15,4.166666667,38.16666667,7.28
13-02-2016 05:10,,10.0,20.6,38.09,18.5,39.29,21.0,39.9,18.89,39.09,18.97555556,61.17222222,1.27,87.16666667,739.7333333,2.833333333,,-0.7
05-05-2016 16:20,60.0,10.0,24.0,30.66666667,24.32333333,27.46333333,23.39,33.59,22.79,31.26,21.1,40.82666667,19.2,30.66666667,759.7333333,,40.0,1.43
19-04-2016 17:30,170.0,20.0,22.2,39.06,21.82333333,36.3,22.35666667,36.79,22.1,36.79,20.29,44.36,12.7,54.0,765.6,4.5,40.0,3.5
29-03-2016 02:20,60.0,10.0,22.53333333,37.7,19.46333333,41.76,23.29,38.79,20.5,38.7,20.1,46.09,5.87,84.66666667,746.9333333,7.333333333,40.0,3.4
23-02-2016 03:20,70.0,30.0,21.0,43.4,19.32333333,44.5,21.7,42.59,21.0,41.29,19.12857143,50.9,3.77,95.66666667,753.8333333,1.333333333,26.33333333,3.1
16-03-2016 02:40,50.0,10.0,31.5859,41.2,17.92666667,47.03,20.79,38.36333333,,36.26,18.63333333,47.53,4.67,88.66666667,764.5,3.333333333,56.66666667,2.93
20-02-2016 03:10,20.0,,19.39,37.5,17.7,39.12666667,20.6,37.2,17.89,37.53,17.04,44.536,,93.83333333,755.2833333,9.166666667,48.33333333,4.25
,90.0,,22.2,42.695,21.63333333,41.7,21.1,44.66333333,19.3925,42.14,,94.0238,3.2,84.0,754.6,5.0,29.0,0.7
07-02-2016 17:10,110.0,10.0,21.29,43.29,20.7,41.2,,,,41.36333333,19.0,54.12777778,23.24,66.0,747.25,8.0,40.0,2.1
04-02-2016 07:50,70.0,20.0,20.79,43.26,20.03333333,42.03,21.79,43.38166667,20.0,42.43,18.7,56.055,3.9,92.0,763.5,,38.16666667,2.7
07-03-2016 09:20,,20.0,18.92666667,37.9,17.1,39.82666667,19.39,37.4,18.1,35.95,18.03333333,52.42666667,0.967,,748.0,2.0,48.33333333,0.5
17-03-2016 17:00,100.0,20.0,22.85666667,31.82666667,,32.0,21.6,33.62666667,21.79,31.46333333,18.66666667,39.76,10.1,49.0,764.5,5.0,25.0,-0.2
29-03-2016 22:00,90.0,20.0,22.23,39.86333333,20.1,,22.7,38.5,21.2,,20.0,48.09,9.2,95.07,750.6,5.0,,5.1
04-05-2016 00:40,50.0,10.0,22.53333333,35.29,20.0,37.2,23.1,36.86333333,22.39,33.59,21.0,49.16333333,4.97,82.33333333,766.5,1.0,40.0,2.2
07-05-2016 02:20,60.0,10.0,24.0,37.9,22.0,38.96666667,24.39,37.59,23.7,36.7,21.1,49.09,14.7,53.66666667,752.4666667,2.333333333,40.0,5.37
,60.0,20.0,22.0,41.23,27.2127,80.875,24.46333333,39.86333333,22.5,38.0,20.89,93.6816,7.1,85.66666667,751.1,1.333333333,40.0,4.8
22-03-2016 05:10,50.0,10.0,21.39,37.29,18.525,40.5225,22.2,37.4,20.76,36.29,19.1,47.16333333,2.27,97.16666667,758.35,1.0,41.5,1.88
09-02-2016 03:20,30.0,10.0,22.1,42.29,21.39,41.09,23.1,42.66333333,20.7,43.2,20.42055556,47.025,6.3,97.2167,744.3666667,9.0,36.33333333,3.57
01-04-2016 10:30,110.0,20.0,21.39,39.4,22.36,38.22333333,22.0,37.59,,39.16333333,19.79,44.69333333,5.9,89.5,761.0,,62.5,4.25
12-04-2016 03:10,50.0,20.0,21.89,43.09,19.6,44.66333333,23.5,40.79,22.0,39.7,26.6878,44.7,7.7,,751.5666667,2.833333333,40.0,5.9
22-01-2016 20:20,50.0,30.0,17.89,40.5,16.82333333,41.03,18.1,,15.8,40.16333333,15.89,48.29,3.7,97.0,761.3,6.666666667,,3.2
20-02-2016 10:20,150.0,10.0,19.63333333,41.53,18.35666667,43.03,20.52,38.79,17.5,40.96666667,18.696,60.85258267533902,8.57,95.33333333,754.4,6.0,50.66666667,7.87
08-03-2016 23:30,30.0,20.0,20.79,38.09,18.16666667,40.53,20.16666667,38.16333333,19.6,35.09,18.35666667,46.76666667,,75.5,754.35,5.5,40.0,0.6
08-05-2016 03:30,60.0,20.0,24.39,39.09,22.6,39.96666667,,38.79,24.2,37.5,22.32333333,50.5,12.4,85.5,751.7,,27.5,14.0232
19-02-2016 05:50,40.0,30.0,20.06666667,36.16333333,18.2,37.4,20.2,38.2,18.1,36.59,17.0,45.7,0.25,99.16666667,759.2333333,2.166666667,16.5,0.167
12-05-2016 10:20,60.0,10.0,24.85666667,47.96666667,24.7,48.912009447737724,26.0,43.812,25.26428571,44.85285714,23.89,51.7,16.5,75.33333333,744.3333333,3.0,21.33333333,12.2
08-04-2016 19:30,130.0,20.0,,44.89,20.23,46.36,23.96333333,40.46666667,21.29,40.12666667,21.59428571,87.76428571,,77.5,,1.5,33.0,5.65
29-01-2016 15:30,20.0,20.0,17.89,44.79,,45.0,19.0,42.4,16.79,45.0,16.6,50.2,8.4,84.5,762.6,10.0,40.0,5.9
18-03-2016 19:10,120.0,10.0,,37.06,19.53333333,39.09,21.46333333,35.86333333,20.56666667,33.9,18.5,45.79,5.73,87.5,762.2,4.0,57.83333333,3.73
22-04-2016 17:30,158.1115392788851,30.0,22.89,37.86333333,22.39,35.36333333,26.79,45.683580896070666,22.89,34.5,20.79,42.0,13.1,57.0,757.45,5.5,40.0,4.7
08-04-2016 03:10,50.0,30.0,21.29,39.4,18.6,43.2675,22.29,38.4,20.63333333,38.53,19.89,48.0,5.83,95.16666667,753.9833333,2.833333333,25.83333333,5.07
31-01-2016 15:00,90.0,10.0,21.89,41.13333333,21.22666667,40.16,30.117,43.16333333,19.53333333,43.9,17.7,51.38722222,7.6,97.0,751.3,7.0,41.0,7.1
13-01-2016 15:20,30.0,30.0,,40.93333333,18.5,40.0,19.29,42.5,19.1,41.0,17.39,49.46666667,6.33,67.0,757.3333333,,40.0,0.633
16-02-2016 12:40,80.0,10.0,20.6,36.26666667,19.15,36.4,,,20.0,35.62666667,18.39,39.73,3.43,65.66666667,771.8666667,4.0,40.0,-2.5
25-04-2016 13:50,60.0,10.0,20.79,38.29,19.2,39.5,21.89,34.96666667,21.29,36.5,19.89,40.79,8.83,80.66666667,751.15,5.0,30.83333333,5.6
23-04-2016 05:50,50.0,20.0,22.1,38.46666667,19.29,41.4,24.7,37.4,22.0,35.26,20.63333333,50.73,6.05,88.0,756.2333333,3.166666667,40.0,4.23
19-05-2016 17:10,90.0,20.0,24.06666667,90.5418,28.3737,35.55428571,24.66666667,38.22333333,,38.66333333,21.79,44.67857143,17.6,45.33333333,,3.0,40.0,5.47
29-03-2016 03:00,60.0,20.0,22.5,37.79,,41.9,30.0031,38.9,20.39,38.59,20.03333333,46.03,6.0,84.0,747.2,8.0,40.0,3.4
25-01-2016 02:30,50.0,10.0,20.92666667,42.5,19.92666667,42.46666667,20.5,44.845,17.79,47.0,17.92666667,56.4,8.15,94.0,766.15,3.0,63.0,7.25
24-04-2016 05:00,50.0,10.0,21.6,35.32666667,18.2,39.23,23.39,35.4,21.6,32.5,20.63333333,47.12666667,2.2,92.0,758.3,1.0,40.0,
24-01-2016 20:10,80.0,10.0,22.075,42.195,21.29,41.76666667,20.65,,27.3106,,19.755,70.45944444,,95.0,767.7333333,3.166666667,62.66666667,7.32
24-01-2016 10:00,140.91400679983383,20.0,18.39,46.12666667,17.7,44.36333333,19.56666667,44.56,18.92666667,43.56,15.39,51.79611111,6.5,94.0,767.8,6.0,40.0,5.6
02-04-2016 07:50,50.0,20.0,21.0,39.16333333,18.5,43.16333333,21.79,37.4,19.89,38.29,19.29,,6.8,,757.9333333,1.0,57.5,4.95
11-03-2016 23:10,50.0,10.0,21.29,,18.79,38.96333333,20.13333333,36.29,19.82333333,34.62666667,18.85666667,44.56666667,4.63,83.33333333,766.6,2.0,51.0,2.07
17-04-2016 06:10,50.0,20.0,21.29,39.4,17.79,44.62666667,23.32333333,38.0,20.89,37.7,20.5,45.82666667,1.72,97.83333333,,1.0,57.83333333,1.4
28-01-2016 12:40,40.0,10.0,19.0,,18.39,45.4,19.7,44.66333333,18.2,45.59,17.2,52.4,7.1,74.66666667,765.2333333,1.666666667,40.0,
23-01-2016 08:20,120.0,,17.2,43.4,16.29,43.73,17.6,41.43333333,15.3,43.0,15.5,49.09,5.6,99.33333333,768.0,3.333333333,33.66666667,5.53
13-02-2016 08:10,40.0,10.0,20.1,38.43333333,18.1,39.9,21.0,40.4,18.6,39.09,18.61666667,58.80333333,0.717,92.66666667,737.9166667,2.0,47.87255642388046,-0.333
12-01-2016 01:10,106.08241945633087,20.0,21.0,45.4,20.39,44.2,20.1,45.59,21.26333333,47.46666667,19.0,50.09,15.394025556230943,92.0,737.6333333,5.833333333,40.0,3.92
15-02-2016 08:50,310.0,10.0,19.39,,17.89,40.3,20.0,39.72333333,18.29,38.06666667,17.79555556,55.66,1.47,80.66666667,756.2833333,4.333333333,40.0,-1.57
14-05-2016 06:40,60.0,10.0,,37.7,,39.76428571,24.2,32.0,24.89,37.56428571,23.79,46.4,8.67,68.66666667,754.9666667,5.0,28.33333333,3.1
18-04-2016 23:30,60.0,10.0,21.5,37.2,19.16666667,38.43333333,22.5,84.6281,22.2,34.09,20.29,52.56666667,,72.0,763.7,2.0,40.0,1.5
14-04-2016 16:50,70.0,20.0,22.7,39.5,22.6,37.4,23.29,38.09,23.35666667,37.93333333,20.6,44.0,16.6,47.5,752.9333333,4.666666667,46.26352862048783,5.22
26-02-2016 18:50,120.90181229353522,20.996312439785378,20.39,35.7,19.0,35.9,20.63333333,35.43333333,19.46333333,34.29,18.0,42.656,4.08,77.16666667,751.8,2.166666667,22.16666667,0.333
24-04-2016 11:40,122.03502599840465,10.0,21.39,36.29,19.53333333,44.45997204425697,22.79,34.2,21.7,33.83125,20.6,49.56666667,4.8,86.66666667,758.0333333,4.0,36.33333333,2.67
20-04-2016 11:20,50.0,20.0,21.6,38.89,24.26,32.76,22.13333333,,22.6,35.82142857,19.7,43.0,10.0,62.0,767.7,6.0,36.0,3.0
23-05-2016 04:00,50.0,20.0,24.1,47.59,,49.9,26.29,44.5,23.6,45.4,22.89,51.2,27.7847,95.0,752.8,3.0,61.0,10.2
27-02-2016 20:20,,20.0,21.39,35.12666667,20.1,,20.89,35.2,19.7,33.025,18.29,68.61142857,,65.0,752.7,5.0,26.0,-3.23
14-02-2016 02:10,60.0,20.0,21.26,39.79,19.42666667,41.03,21.42666667,40.73,,41.2,18.1,52.10222222,2.7,98.83333333,733.3666667,2.0,22.16666667,2.57
22-05-2016 23:10,60.0,20.0,22.804632629331227,48.93333333,22.5,50.59,26.150106789693854,45.29,23.92666667,46.7,23.0,52.66333333,11.8,96.0,751.6333333,4.833333333,41.600257304608206,11.1
,30.0,20.0,21.1,37.59,18.0,40.36333333,,37.93333333,20.39,33.79,18.1,51.2,1.0,88.0,763.2,1.0,52.0,-0.8
11-04-2016 16:10,90.0,30.0,22.5,40.9,22.7,38.5,23.1,38.66333333,22.1,40.03,20.89,44.5,14.6,68.5,750.85,5.666666667,40.0,8.83
03-03-2016 15:50,40.0,30.0,21.39,36.45714286,20.0,36.59,20.42666667,37.43333333,21.46333333,34.36333333,17.89,44.7,7.78,65.0,748.85,4.833333333,40.0,1.58
17-01-2016 17:20,124.36149274628343,20.0,21.6,35.79,20.15,35.825,20.89,37.26,20.89,36.66333333,18.0,46.0,0.267,76.33333333,764.8666667,2.0,40.0,-3.53
08-03-2016 11:40,40.0,20.0,19.6,39.0,18.625,37.32,20.1,35.8975,19.0,35.93333333,17.5,44.5,5.03,82.0,757.3,2.666666667,33.66666667,2.13
12-03-2016 10:40,80.0,,19.79,35.76,19.16666667,35.79,19.6,83.689,20.39,34.73,18.0,44.46666667,4.53,90.66666667,767.5,1.0,36.66666667,3.1
16-02-2016 20:10,90.0,20.0,22.0,36.36333333,19.89,36.46666667,21.0,36.9,19.56666667,35.83333333,19.82333333,37.86333333,-0.45,76.5,769.8666667,1.0,28.16666667,-4.18
03-02-2016 06:10,60.0,30.0,20.89,,20.315,42.4,22.03333333,,20.42666667,45.29,19.39,61.56333333,4.5,89.33333333,757.6333333,3.833333333,40.0,2.85
22-02-2016 13:10,100.0,10.0,21.03333333,46.76,19.89,47.02666667,22.42666667,42.73,20.29,44.43333333,18.5,54.16333333,10.6,90.0,751.5,6.833333333,32.83333333,8.93
07-04-2016 21:10,110.0,20.0,22.0,38.56,20.0,39.29,22.39,37.59,21.2,37.36333333,20.16666667,46.86333333,8.38,66.66666667,753.6666667,4.0,40.0,2.45
25-02-2016 09:50,100.0,20.0,,39.33333333,18.575,40.5225,20.39,38.59,21.29,,17.89,49.156,2.75,85.83333333,756.7333333,1.833333333,62.66666667,0.583
15-03-2016 13:30,70.0,20.0,21.0,34.03,,33.65666667,20.32333333,34.66333333,20.89,31.76,18.7,42.09,23.8123,57.5,772.3992,13.7903,,1.7
31-03-2016 14:30,110.0,10.0,21.2,39.5,19.39,,22.1,,20.6,40.09,20.32333333,,8.0,83.5,754.45,4.0,28.5,5.3
06-04-2016 09:50,80.0,30.0,21.92666667,43.26,20.29,46.0,23.29,38.9,21.32333333,41.2,20.66666667,47.72333333,9.08,82.0,,5.833333333,29.0,6.17
05-05-2016 22:40,60.0,20.0,,34.66333333,22.39,34.26,23.6,35.4,,33.29,21.29,45.92333333,12.9,63.33333333,757.5,2.0,40.0,5.93
26-04-2016 03:40,30.0,10.0,21.0,,18.0,40.0,22.0,36.29,20.89,35.0,19.7,48.7,1.8,93.66666667,748.5333333,3.0,40.0,0.867
13-05-2016 11:10,600.0,20.0,,48.13333333,28.9175,37.9475,27.1,42.44,25.7,44.9,24.0,49.26,19.0,72.5,747.6333333,3.333333333,23.83333333,14.0
31-03-2016 22:20,60.0,10.0,22.7,38.9,20.63333333,41.09,22.0,38.5,20.56666667,40.46666667,19.89,48.59,6.17,86.66666667,755.7,3.666666667,35.0,4.07
24-01-2016 18:20,70.0,20.0,21.7,43.56,21.0,,20.7,45.12666667,17.6,46.59,19.1,49.72888889,7.97,96.0,767.5,3.666666667,,7.37
26-02-2016 18:40,110.0,20.0,20.39,35.79,18.96333333,35.79,20.7,35.5,19.42666667,34.09,18.0,42.65285714,4.17,76.33333333,751.8,2.333333333,22.33333333,0.267
23-04-2016 22:50,50.0,10.0,22.5,36.12666667,19.6,38.23,,34.5,22.075,31.9725,21.16666667,80.4109,2.98,77.5,759.1,2.333333333,40.0,-0.7
29-04-2016 16:30,90.0,10.0,22.2,37.66333333,21.0,37.09,23.46333333,34.96666667,19.7,38.42,29.8003,42.0,8.0,86.5,755.8,3.5,34.5,
01-03-2016 09:00,170.0,10.0,20.0,35.79,17.7,37.32666667,20.5,35.4,19.7,43.3387420142428,17.89,42.65666667,0.6,93.0,760.7,3.0,42.0,-0.4
22-05-2016 13:50,100.0,10.0,24.7,52.46666667,23.89,52.26,26.76,45.2,24.0,49.86,22.79,55.09,16.2,89.33333333,,3.0,38.16666667,14.4
